Symbol,Description,Price,Price - Currency,"Dividend yield %, Trailing 12 months","Dividends per share, Annual","Dividends per share, Annual - Currency",Sector
VTYB,Victory Bancorp Inc.,20.94,USD,1.23662306777646,0.26,USD,Finance
ZENV,Zenvia Inc.,0.7901,USD,0,0,USD,Technology services
SMJF,SMJ International Holdings Inc.,1.51,USD,0,,,Producer manufacturing
OAKV,OAK VIEW BANKSHARES INC.,14,USD,2.5,0.2,USD,Finance
GLBS,Globus Maritime Limited,2.01,USD,0,0,USD,Transportation
PXS,Pyxis Tankers Inc.,3.94,USD,0,0,USD,Transportation
WIMI,WiMi Hologram Cloud Inc.,1.7393,USD,0,0,USD,Technology services
FMFP,First Community Financial Corp.,14.58,USD,1.02880658436214,0,USD,Finance
SCWO,374Water Inc.,2.43,USD,0,0,USD,Industrial services
AIRE,reAlpha Tech Corp.,0.314,USD,0,0,USD,Technology services
GROW,"U.S. Global Investors, Inc.",3.27,USD,2.71084337349398,0.09,USD,Miscellaneous
FTEK,"Fuel Tech, Inc.",1.32,USD,0,0,USD,Process industries
ZDGE,"Zedge, Inc.",3.145,USD,1.04234527687296,0,USD,Technology services
SNSE,"Sensei Biotherapeutics, Inc.",32.4337,USD,0,0,USD,Health technology
BAYA,Bayview Acquisition Corp,11.8,USD,0,0,USD,Finance
HAFG,"Holistic Asset Finance Group Co., Ltd.",0.5492,USD,0,0,USD,Commercial services
EZES,"Easy Environmental Solutions, Inc.",0.815,USD,0,0,USD,Finance
XHG,XChange TEC.INC,0.78,USD,0,0,USD,Finance
AIDX,"20/20 Biolabs, Inc.",8.2746,USD,0,,,Health services
DUO,Fangdd Network Group Ltd.,1.055,USD,0,0,USD,Technology services
LVLU,"Lulu's Fashion Lounge Holdings, Inc.",14.66,USD,0,0,USD,Retail trade
PRT,PermRock Royalty Trust Trust,3.37,USD,11.5979341317365,0.424259,USD,Miscellaneous
QGAI,Quantum Genesis AI Corp.,0.99,USD,0,0,USD,Distribution services
XLO,"Xilio Therapeutics, Inc.",0.55135,USD,0,0,USD,Health technology
ILLR,Triller Group Inc.,0.205,USD,0,0,USD,Technology services
WBSR,Webstar Technology Group Inc.,0.1,USD,0,0,USD,Technology services
PRKR,"Parkervision, Inc.",0.285,USD,0,0,USD,Electronic technology
SOUB,Southpoint Bancshares Inc.,13.9,USD,0,0,USD,Finance
KOSS,Koss Corporation,4.25,USD,0,0,USD,Consumer durables
CYSM,Community Bancorp of Santa Maria,18.58,USD,0,,,Finance
LGL,"LGL Group, Inc. (The)",7.26,USD,0,0,USD,Electronic technology
NEPH,"Nephros, Inc.",3.77,USD,0,0,USD,Health technology
ABLV,Able View Global Inc.,0.8063,USD,0,0,USD,Retail trade
VERU,Veru Inc.,2.48,USD,0,0,USD,Health technology
SSGC,SafeSpace Global Corporation,0.2099,USD,0,0,USD,Technology services
SPHL,Springview Holdings Ltd,3.24,USD,0,0,USD,Consumer durables
TRT,Trio-Tech International,4.54,USD,0,0,USD,Producer manufacturing
TELO,"Telomir Pharmaceuticals, Inc.",1.155,USD,0,0,USD,Health technology
HYEX,HEALTHY EXTRACTS INC.,2.35,USD,0,0,USD,Health technology
GWH,"ESS Tech, Inc.",1.4763,USD,0,0,USD,Producer manufacturing
VMTG,Victor Mining Industry Group Inc.,0.0201,USD,0,0,USD,Commercial services
AXIL,"AXIL Brands, Inc.",5.81,USD,0,0,USD,Consumer non-durables
HCBC,"High Country Bancorp, Inc.",37.56,USD,5.41785182175267,2,USD,Finance
ZYBT,Zhengye Biotechnology Holding Limited,0.829,USD,0,,,Health technology
NTWK,NETSOL Technologies Inc.,3.32,USD,0,0,USD,Technology services
ICCM,IceCure Medical Ltd.,0.57,USD,0,0,USD,Health technology
SOS,SOS Limited,1.21,USD,0,,,Technology services
BRLS,Borealis Foods Inc.,1.82,USD,0,0,USD,Technology services
HLOC,Helo Corp.,0.45,USD,0,0,USD,Electronic technology
ARAI,Arrive AI Inc.,1.0709,USD,0,,,Technology services
JFWV,JSB Financial Inc.,130,USD,2.07171314741036,2.6,USD,Finance
PTN,"Palatin Technologies, Inc.",22,USD,0,0,USD,Health technology
LSTA,"Lisata Therapeutics, Inc.",4.42,USD,0,0,USD,Health technology
MBBC,"Marathon Bancorp, Inc.",13.25,USD,0,0,USD,Finance
DGQTF,Delta Gold Technologies PLC,0.6,USD,0,,,Commercial services
NTRP,"NextTrip, Inc.",2.83,USD,0,0,USD,Technology services
UPXI,"Upexi, Inc.",0.5571,USD,0,0,USD,Health technology
DBGI,"Digital Brands Group, Inc.",4.71,USD,0,0,USD,Consumer non-durables
MODD,"Modular Medical, Inc.",0.495,USD,0,0,USD,Health technology
SKIL,Skillsoft Corp.,4.38,USD,0,0,USD,Technology services
SPCB,"SuperCom, Ltd.",8.62,USD,0,0,USD,Electronic technology
JSPR,"Jasper Therapeutics, Inc.",1.37,USD,0,0,USD,Health technology
LITS,"Lite Strategy, Inc.",1.05,USD,0,0,USD,Health technology
ZNB,Zeta Network Group,0.2608,USD,0,0,USD,Technology services
TPCS,TechPrecision Corporation,3.81,USD,0,0,USD,Producer manufacturing
ZIVO,"Zivo Bioscience, Inc.",9.75,USD,0,0,USD,Health technology
DTSQ,DT Cloud Star Acquisition Corporation,11.06,USD,0,0,USD,Finance
TOP,TOP Financial Group Limited,1.02,USD,0,0,USD,Finance
RDAC,Rising Dragon Acquisition Corp.,5.04,USD,0,0,USD,Finance
CNF,CNFinance Holdings Limited,5.51,USD,0,0,USD,Finance
QVCGA,"QVC Group, Inc. - Series A",4.2999,USD,0,0,USD,Consumer services
SCOR,"comScore, Inc.",7.53,USD,0,0,USD,Technology services
RDGL,Vivos Inc.,0.083,USD,0,0,USD,Health technology
REFR,Research Frontiers Incorporated,1.12,USD,0,0,USD,Consumer durables
PXLW,"Pixelworks, Inc.",5.975,USD,0,0,USD,Electronic technology
CVM,Cel-Sci Corporation,4.4001,USD,0,0,USD,Health technology
OPAD,Offerpad Solutions Inc.,0.7878,USD,0,0,USD,Technology services
SCYT,"Security Bancorp, Inc.",96.5,USD,1.01517689457388,1,USD,Finance
FUSE,Fusemachines Inc.,1.305,USD,0,0,USD,Technology services
CLCS,"Cell Source, Inc.",0.85,USD,0,0,USD,Health technology
GDHG,Golden Heaven Group Holdings Ltd.,1.84,USD,0,0,USD,Industrial services
PLUR,Pluri Inc.,3.66,USD,0,0,USD,Health technology
MAMO,Massimo Group,0.8824,USD,0,0,USD,Finance
KFFB,Kentucky First Federal Bancorp,4.54,USD,0,0,USD,Finance
SMXT,Solarmax Technology Inc.,0.6756,USD,0,0,USD,Industrial services
BIOX,Bioceres Crop Solutions Corp.,0.58,USD,0,0,USD,Process industries
RMTI,"Rockwell Medical, Inc.",0.93,USD,0,0,USD,Health technology
BTAI,"BioXcel Therapeutics, Inc.",1.675,USD,0,0,USD,Health technology
PLMJF,Plum Acquisition Corp. III,5.16,USD,0,0,USD,Finance
SAFX,"XCF Global, Inc.",0.1569,USD,0,0,USD,Finance
FOXX,Foxx Development Holdings Inc.,5.21,USD,0,0,USD,Distribution services
SRXH,"SRX Health Solutions, Inc.",0.122,USD,0,0,USD,Health technology
ATMH,ALL THINGS MOBILE ANALYTIC INC.,0.0669,USD,0,0,USD,Technology services
CELU,Celularity Inc.,1.26,USD,0,0,USD,Commercial services
AWRE,"Aware, Inc.",1.7,USD,0,0,USD,Technology services
TELA,"TELA Bio, Inc.",0.81555,USD,0,0,USD,Health technology
USIO,"Usio, Inc.",1.3293,USD,0,0,USD,Finance
BLIV,BeLive Holdings,3.33,USD,0,,,Technology services
EKSO,"Ekso Bionics Holdings, Inc.",10.64,USD,0,0,USD,Health technology
QBAK,Qualstar Corp.,19.12625,USD,0,0,USD,Electronic technology
VNCE,Vince Holding Corp.,2.7,USD,0,0,USD,Consumer non-durables
ALBY,"Community Capital Bancshares, Inc.",29.2055,USD,6.84802520073274,,,Finance
GSIW,Garden Stage Limited,0.1349,USD,0,0,USD,Finance
USEG,U.S. Energy Corp.,1,USD,0,0,USD,Energy minerals
QRHC,Quest Resource Holding Corporation,1.715,USD,0,0,USD,Industrial services
CYPH,Cypherpunk Technologies Inc.,0.6272,USD,0,0,USD,Health technology
NMTC,NeuroOne Medical Technologies Corporation,0.7024,USD,0,0,USD,Health technology
TACT,TransAct Technologies Incorporated,3.5,USD,0,0,USD,Electronic technology
ABVC,"ABVC BioPharma, Inc.",1.39,USD,0,0,USD,Health technology
UFG,Uni-Fuels Holdings Limited,1.0893,USD,0,,,Distribution services
ATOS,"Atossa Therapeutics, Inc.",4.09,USD,0,0,USD,Health technology
HCKG,"Hocking Valley Bancshares, Inc. (OH)",28.28,USD,2.60021668472373,0.7,USD,Finance
ATCH,"AtlasClear Holdings, Inc.",0.2337,USD,0,0,USD,Technology services
POSC,Positron Corp.,2.45,USD,0,0,USD,Health technology
PNBI,"Pioneer Bankshares, Inc.",33.6,USD,2.99985437600116,1,USD,Finance
CHAI,"Core AI Holdings, Inc.",1.7518,USD,0,0,USD,Technology services
YYAI,AiRWA Inc.,0.92,USD,0,0,USD,Process industries
OMH,Ohmyhome Limited,1.51,USD,0,0,USD,Finance
BCG,"Binah Capital Group, Inc.",2.1,USD,0,0,USD,Finance
PDSB,PDS Biotechnology Corporation,0.6353,USD,0,0,USD,Health technology
AWAW,"White Fox Ventures, Inc.",0.03,USD,0,0,USD,Commercial services
TVRD,"Tvardi Therapeutics, Inc.",3.69,USD,0,0,USD,Health technology
INMB,INmune Bio Inc.,1.3,USD,0,0,USD,Health technology
STRR,"Star Equity Holdings, Inc.",10.05,USD,0,0,USD,Commercial services
STRRP,"Star Equity Holdings, Inc. - 10% Series A Cumulative Perpetual Preferred Stock",9.8298,USD,0,0,USD,Commercial services
PHUN,"Phunware, Inc.",1.71,USD,0,0,USD,Technology services
CREX,"Creative Realities, Inc.",3.28,USD,0,0,USD,Commercial services
PMN,ProMIS Neurosciences Inc.,16,USD,0,0,USD,Health technology
INLX,"Intellinetics, Inc.",7.65,USD,0,0,USD,Technology services
EMOR,Healixa Inc.,0.04538,USD,0,,,Technology services
APWC,Asia Pacific Wire & Cable Corporation Limited,1.66,USD,0,0,USD,Electronic technology
NAMI,Jinxin Technology Holding Company,0.4602,USD,0,0,USD,Technology services
RITE,MineralRite Corporation,0.0075,USD,0,0,USD,Energy minerals
KARX,Karbon-X Corp.,0.3875,USD,0,0,USD,Retail trade
VPLM,"VOIP PAL.com, Inc.",0.009,USD,0,0,USD,Technology services
ZDAI,"DirectBooking Technology Co., Ltd.",4.24,USD,0,0,USD,Transportation
RYET,Ruanyun Edai Technology Inc.,1.01,USD,0,,,Technology services
OTLK,"Outlook Therapeutics, Inc.",0.41035,USD,0,0,USD,Health technology
CMBM,Cambium Networks Corporation,1.2,USD,0,,,Communications
EZGO,EZGO Technologies Ltd.,1.62,USD,0,0,USD,Consumer services
SWAG,"Stran & Company, Inc.",1.85,USD,0,0,USD,Commercial services
SHGR,Success Holding Group Corp.,1.6,USD,0,0,USD,Industrial services
PSQH,"PSQ Holdings, Inc.",0.6771,USD,0,0,USD,Retail trade
RNXT,"RenovoRx, Inc.",0.917,USD,0,0,USD,Health technology
IEHC,IEH Corp.,13.8,USD,0,0,USD,Electronic technology
SDST,Stardust Power Inc.,3.4,USD,0,0,USD,Process industries
BZRD,Blubuzzard Inc.,0.046,USD,0,0,USD,Finance
OAKU,Oak Woods Acquisition Corporation,12.24,USD,0,0,USD,Finance
JSDA,Jones Soda Co.,0.285,USD,0,0,USD,Consumer non-durables
ETST,"Earth Science Tech, Inc.",0.114545,USD,0,0,USD,Health technology
PCLB,"Pinnacle Bancshares, Inc.",34.24,USD,3.01087259548369,1.08,USD,Finance
RAND,Rand Capital Corporation,11.203,USD,10.3543693653486,5.03,USD,Miscellaneous
NTIP,"Network-1 Technologies, Inc.",1.455,USD,6.84931506849315,0.1,USD,Commercial services
OKUR,"OnKure Therapeutics, Inc.",2.45,USD,0,0,USD,Health technology
SST,"System1, Inc.",3.31,USD,0,0,USD,Technology services
GBNY,"Generations Bancorp NY, Inc.",14.75625,USD,0,0,USD,Finance
POCI,"Precision Optics Corporation, Inc.",4.28,USD,0,0,USD,Health technology
RYM,"RYTHM, Inc.",15.37,USD,0,0,USD,Producer manufacturing
KTCC,Key Tronic Corporation,3.04,USD,0,0,USD,Electronic technology
SCYX,"SCYNEXIS, Inc.",0.7856,USD,0,0,USD,Health technology
MSBM,MSB Global Capital Corp.,0.15,USD,0,,,Finance
EUDA,Euda Health Holdings Limited,0.869201,USD,0,0,USD,Health services
YXT,YXT.COM GROUP HOLDING LIMITED - American Depository Shares,0.545,USD,0,0,USD,Technology services
CRWS,"Crown Crafts, Inc.",3.06,USD,10.958904109589,0.32,USD,Consumer durables
ONMD,OneMedNet Corp,0.6401,USD,0,0,USD,Technology services
TPST,"Tempest Therapeutics, Inc.",2.42,USD,0,0,USD,Health technology
OMCC,Old Market Capital Corporation,4.8,USD,0,0,USD,Finance
LOCL,Local Bounti Corporation,1.4609,USD,0,0,USD,Finance
AEON,"AEON Biopharma, Inc.",1.2856,USD,0,0,USD,Health technology
ATNM,"Actinium Pharmaceuticals, Inc. (Delaware)",1.04,USD,0,0,USD,Health technology
CAIB,California International Bank,0.19,USD,,,,Finance
BMNM,"Bimini Capital Management, Inc.",3.21,USD,0,0,USD,Finance
LPSN,"LivePerson, Inc.",2.72,USD,0,0,USD,Technology services
AMFC,AMB Financial Corp.,33.31,USD,0.810567397178025,0.24,USD,Finance
CDAB,Coeur D Alene Bancorp,17.02,USD,1.23384253819036,0,USD,Finance
SSBP,SSB Bancorp Inc.,14.1,USD,0,0,USD,Finance
FEMY,Femasys Inc.,0.54,USD,0,0,USD,Electronic technology
TOON,"Kartoon Studios, Inc.",0.5954,USD,0,0,USD,Consumer services
DXLG,"Destination XL Group, Inc.",0.587,USD,0,0,USD,Retail trade
EDGM,EdgeMode Inc.,0.0107,USD,0,0,USD,Technology services
PWBK,Pacific West Bancorp,11.95,USD,0,0,USD,Finance
NTZ,"Natuzzi, S.p.A.",3.08,USD,0,0,USD,Consumer durables
GNS,Genius Group Limited,0.3887,USD,0,0,USD,Technology services
FARM,Farmer Brothers Company,1.46,USD,0,0,USD,Consumer non-durables
KLTO,"Klotho Neurosciences, Inc.",0.4306,USD,0,0,USD,Commercial services
AVNI,"Arvana, Inc.",0.2487,USD,0,0,USD,Finance
CLPS,CLPS Incorporation,1.06,USD,0,0,USD,Technology services
HOLO,MicroCloud Hologram Inc.,2.158,USD,0,0,USD,Electronic technology
MDBH,"MDB Capital Holdings, LLC",3.1,USD,0,0,USD,Finance
CLIR,ClearSign Technologies Corporation,0.586,USD,0,0,USD,Producer manufacturing
FLUX,"Flux Power Holdings, Inc.",1.47,USD,0,0,USD,Producer manufacturing
RNTX,"Rein Therapeutics, Inc.",1.19,USD,0,0,USD,Health technology
GIFT,"Giftify, Inc.",1.01,USD,0,0,USD,Technology services
GCEI,"Global Clean Energy, Inc.",0.0548,USD,0,0,USD,Utilities
CRKT,Cirmaker Technology Corp.,0.056,USD,,,,Electronic technology
LTCH,"Latch, Inc.",0.19,USD,0,0,USD,Electronic technology
FTHM,Fathom Holdings Inc.,0.9615,USD,0,0,USD,Technology services
MRMD,MariMed Inc.,0.07879,USD,0,0,USD,Process industries
MPIR,"Empire Diversified Energy, Inc.",0.0597,USD,0,0,USD,Consumer durables
AATC,Autoscope Technologies Corporation,5.74,USD,10.4529616724739,0.54,USD,Technology services
HOWL,"Werewolf Therapeutics, Inc.",0.6394,USD,0,0,USD,Health technology
STLY,"HG Holdings, Inc.",5.95,USD,0,0,USD,Finance
KYNB,"Kyntra Bio, Inc.",7.6501,USD,0,0,USD,Health technology
RYOJ,"rYojbaba Co., Ltd.",2.75,USD,0,,,Health services
WOBK,Woodsboro Bank MD,78,USD,,,,Finance
ESYL,Easylink Solutions Corp.,0.0055,USD,0,0,USD,Technology services
YQ,17 Education & Technology Group Inc.,3.4568,USD,0,0,USD,Technology services
EFSG,"Enterprise Financial Services Group, Inc.",26.37,USD,1.64358264081256,0.445,USD,Finance
MGN,Megan Holdings Limited,1.885,USD,0,,,Commercial services
FBPA,Farmers Bank of Appomattox (VA),28.2,USD,3.72340425531915,1,USD,Finance
LSF,"Laird Superfood, Inc.",2.85,USD,0,0,USD,Consumer non-durables
KBSR,KBS Real Estate Invt Tr III Inc.,0.205,USD,0,0.22998,USD,Finance
VASO,Vaso Corporation,0.173,USD,0,0,USD,Technology services
NDLS,Noodles & Company,5.1901,USD,0,0,USD,Consumer services
CIF,MFS Intermediate High Income Fund,1.6955,USD,10.3420118343195,0.17478,USD,Miscellaneous
GTPS,"Great American Bancorp, Inc.",68,USD,1.47058823529412,1,USD,Finance
DTST,Data Storage Corporation,4.025,USD,0,0,USD,Technology services
UG,"United-Guardian, Inc.",6.55,USD,9.1743119266055,0.6,USD,Process industries
AOTVF,Cambria Gold Mines Inc.,1.01,USD,0,0,USD,Non-energy minerals
AACG,ATA Creativity Global,0.9388,USD,0,0,USD,Commercial services
TETAA,"Alpha G Investment Management, Inc. ",15.8,USD,0,0,USD,Finance
ATRA,"Atara Biotherapeutics, Inc.",4.125,USD,0,0,USD,Health technology
KPLT,"Katapult Holdings, Inc.",6.2974,USD,0,0,USD,Commercial services
HRGN,Harvard Apparatus Regenerative Technology Inc.,1.688,USD,0,0,USD,Health technology
HSPOF,Horizon Space Acquisition I Corp.,12.28,USD,0,0,USD,Finance
SAGT,SAGTEC GLOBAL LIMITED,2.35,USD,0,,,Technology services
PRKA,"Parks! America, Inc.",39.11,USD,0,0,USD,Consumer services
DFLI,Dragonfly Energy Holdings Corp,2.43,USD,0,0,USD,Producer manufacturing
KTBA,CORTS TRUST BELLSOUTH 7% PRF 1/12/95 PERPETUAL USD25,21.32,USD,,,,Finance
KTH,Structures Products Cp 8% CorTS Issued by Peco Energy Cap Tr II Preferred Stock,28.8,USD,,,,Finance
LRGR,"Luminar Media Group, Inc.",0.562,USD,0,0,USD,Consumer services
ELMA,"Elmer Bancorp, Inc.",24,USD,1.66666666666667,0.4,USD,Finance
PASG,"Passage Bio, Inc.",9.35,USD,0,0,USD,Health technology
LMSQF,Latin Metals Inc.,0.21,USD,0,0,USD,Non-energy minerals
TAOX,Tao Synergies Inc.,3.9,USD,0,0,USD,Technology services
GNRV,Grand River Commerce Inc.,4.304,USD,0,0,USD,Finance
